Date,Order_ID,Product,Category,Region,Sales_Channel,Units_Sold,Unit_Price_MAD,Unit_Cost_MAD,Promotion,Revenue_MAD,Cost_MAD,Profit_MAD
2025-02-19 00:00:00,ORD-10582,Milk Powder 500g,Dairy,Marrakech,Wholesale,164,36.54,25.63,No,5992.56,4202.86,1790.22
2025-08-09 00:00:00,ORD-10583,Orange Juice 1L,Beverages,Casablanca,Supermarket,74,18.5,10.73,No,1369,794.18,574.71
2025-11-04 00:00:00,ORD-10584,Olive Oil 1L,Oils,Casablanca,Online,73,84.54,57.57,No,6171.42,4202.88,1968.77
2025-07-06 00:00:00,ORD-10585,Orange Juice 1L,Beverages,Fes,Retail,109,18.42,11.34,No,2007.78,1235.64,772.37
2025-07-05 00:00:00,ORD-10586,Apple Juice 1L,Beverages,Casablanca,Wholesale,110,15.14,10.39,Yes,1665.4,1142.39,522.7
2025-11-24 00:00:00,ORD-10587,Couscous 1kg,Grains,Fes,Supermarket,49,23.29,15.63,No,1141.21,765.67,375.5
2025-12-07 00:00:00,ORD-10588,Olive Oil 500ml,Oils,Agadir,Supermarket,145,45.44,32.18,No,6588.8,4666.44,1921.95
2025-03-13 00:00:00,ORD-10589,Olive Oil 1L,Oils,Marrakech,Wholesale,192,82.59,58.73,No,15857.28,11276.8,4579.66
2025-04-20 00:00:00,ORD-10590,Canned Tomatoes 400g,Canned Goods,Casablanca,Wholesale,292,8.65,4.9,No,2525.8,1430.87,1094.58
2025-05-23 00:00:00,ORD-10591,UHT Milk 1L,Dairy,Casablanca,Online,78,11.26,6.93,No,878.28,540.92,337.54
2025-10-13 00:00:00,ORD-10592,Orange Juice 1L,Beverages,Rabat,Retail,113,18.51,11.02,No,2091.63,1245.18,846.36
2025-08-04 00:00:00,ORD-10593,Orange Juice 1L,Beverages,Marrakech,Retail,57,16.33,11.32,Yes,930.81,645.38,285.42
2025-05-18 00:00:00,ORD-10594,Orange Juice 1L,Beverages,Agadir,Supermarket,126,17.07,10.73,Yes,2150.82,1352.22,798.85
2025-04-05 00:00:00,ORD-10595,Olive Oil 1L,Oils,Rabat,Retail,126,74.3,57.35,Yes,9361.8,7225.74,2135.68
2025-07-16 00:00:00,ORD-10596,Canned Peas 400g,Canned Goods,Agadir,Wholesale,159,12.32,6.89,No,1958.88,1095.9,862.83
2025-12-31 00:00:00,ORD-10597,Olive Oil 1L,Oils,Marrakech,Supermarket,101,84.97,57.72,No,8581.97,5829.36,2752.25
2025-09-13 00:00:00,ORD-10598,Milk Powder 500g,Dairy,Fes,Supermarket,75,39.46,26.77,No,2959.5,2007.67,951.49
2025-08-07 00:00:00,ORD-10599,Olive Oil 500ml,Oils,Casablanca,Retail,76,46.19,32.32,No,3510.44,2456.6,1053.68
2025-05-29 00:00:00,ORD-10600,UHT Milk 1L,Dairy,Rabat,Retail,117,10.73,7.29,No,1255.41,853.15,402.47
2025-03-24 00:00:00,ORD-10601,Olive Oil 1L,Oils,Marrakech,Supermarket,75,84.24,60.51,No,6318,4538.02,1780.26
2025-07-03 00:00:00,ORD-10602,Pasta 500g,Grains,Rabat,Wholesale,127,12.36,8.18,Yes,1569.72,1038.63,530.69
2025-01-18 00:00:00,ORD-10603,Pasta 500g,Grains,Casablanca,Supermarket,97,12.6,8.24,Yes,1222.2,799.07,422.82
2025-07-05 00:00:00,ORD-10604,Olive Oil 1L,Oils,Casablanca,Retail,74,81.18,60.32,No,6007.32,4463.69,1543.93
2025-10-04 00:00:00,ORD-10605,Olive Oil 500ml,Oils,Casablanca,Supermarket,25,43.62,33.42,Yes,1090.5,835.54,254.99
2025-12-09 00:00:00,ORD-10606,Olive Oil 1L,Oils,Rabat,Retail,105,75.6,59.01,Yes,7938,6195.82,1742.68
2025-04-03 00:00:00,ORD-10607,Pasta 500g,Grains,Rabat,Supermarket,77,12.21,8.29,Yes,940.17,638.49,301.92
2025-02-06 00:00:00,ORD-10608,Pasta 500g,Grains,Marrakech,Retail,146,11.74,7.79,Yes,1714.04,1136.78,577.4
2025-04-11 00:00:00,ORD-10609,Pasta 500g,Grains,Agadir,Online,31,12.88,8.07,No,399.28,250.27,148.91
2025-04-14 00:00:00,ORD-10610,UHT Milk 1L,Dairy,Rabat,Wholesale,59,11.14,7.09,No,657.26,418.05,239.28
2025-03-27 00:00:00,ORD-10611,Pasta 500g,Grains,Rabat,Retail,73,12.92,8.03,No,943.16,585.86,357.14
2025-05-11 00:00:00,ORD-10612,Pasta 500g,Grains,Agadir,Supermarket,115,12.63,7.91,Yes,1452.45,909.73,542.93
2025-02-04 00:00:00,ORD-10613,Apple Juice 1L,Beverages,Casablanca,Retail,122,17.21,10.13,No,2099.62,1235.74,863.9
2025-11-25 00:00:00,ORD-10614,Couscous 1kg,Grains,Fes,Online,35,24.56,14.84,No,859.6,519.39,340.12
2025-05-26 00:00:00,ORD-10615,Orange Juice 1L,Beverages,Casablanca,Wholesale,141,18.05,11.13,No,2545.05,1569.6,975.22
2025-11-13 00:00:00,ORD-10616,Orange Juice 1L,Beverages,Agadir,Supermarket,89,17.97,11.1,No,1599.33,988.31,610.99
2025-03-21 00:00:00,ORD-10617,Orange Juice 1L,Beverages,Fes,Supermarket,90,17.94,10.78,No,1614.6,970.65,644.22
2025-06-17 00:00:00,ORD-10618,Pasta 500g,Grains,Casablanca,Supermarket,98,13.09,8.09,No,1282.82,792.83,490.24
2025-11-10 00:00:00,ORD-10619,Orange Juice 1L,Beverages,Rabat,Supermarket,81,17.71,11.34,No,1434.51,918.67,515.83
2025-12-24 00:00:00,ORD-10620,Couscous 1kg,Grains,Rabat,Retail,98,24.45,15.22,No,2396.1,1491.51,904.4
2025-01-18 00:00:00,ORD-10621,Canned Peas 400g,Canned Goods,Fes,Supermarket,115,11.82,7.16,No,1359.3,822.97,536.84
2025-11-09 00:00:00,ORD-10622,Milk Powder 500g,Dairy,Marrakech,Supermarket,98,36.91,25.98,No,3617.18,2546.19,1070.99
2025-12-03 00:00:00,ORD-10623,Olive Oil 1L,Oils,Rabat,Online,39,80.52,60.81,No,3140.28,2371.48,768.92
2025-03-17 00:00:00,ORD-10624,Couscous 1kg,Grains,Fes,Supermarket,71,23.04,15.36,No,1635.84,1090.62,545.44
2025-05-06 00:00:00,ORD-10625,Couscous 1kg,Grains,Fes,Wholesale,107,23.4,14.84,Yes,2503.8,1588,915.92
2025-01-04 00:00:00,ORD-10626,Couscous 1kg,Grains,Fes,Supermarket,105,23.11,15.21,No,2426.55,1597.52,829.17
2025-12-03 00:00:00,ORD-10627,UHT Milk 1L,Dairy,Casablanca,Online,60,11.31,6.9,No,678.6,413.81,264.6
2025-04-23 00:00:00,ORD-10628,Orange Juice 1L,Beverages,Rabat,Retail,85,18.42,11.42,No,1565.7,970.52,595.05
2025-09-29 00:00:00,ORD-10629,Apple Juice 1L,Beverages,Marrakech,Wholesale,142,17.2,10.41,No,2442.4,1477.77,963.99
2025-11-07 00:00:00,ORD-10630,Couscous 1kg,Grains,Casablanca,Wholesale,161,23.08,14.77,Yes,3715.88,2377.68,1337.53
2025-12-01 00:00:00,ORD-10631,Pasta 500g,Grains,Casablanca,Retail,76,13.16,8.21,No,1000.16,623.8,376.19
2025-09-30 00:00:00,ORD-10632,Pasta 500g,Grains,Agadir,Supermarket,105,13.38,7.95,No,1404.9,835.2,569.56
2025-01-27 00:00:00,ORD-10633,Canned Tomatoes 400g,Canned Goods,Casablanca,Supermarket,87,8.37,5.05,Yes,728.19,439.77,288.77
2025-04-14 00:00:00,ORD-10634,Couscous 1kg,Grains,Agadir,Retail,97,23.05,14.95,Yes,2235.85,1449.87,785.74
2025-06-24 00:00:00,ORD-10635,Olive Oil 500ml,Oils,Casablanca,Supermarket,131,46.14,33.72,No,6044.34,4417.59,1626.75
2025-12-17 00:00:00,ORD-10636,Olive Oil 1L,Oils,Casablanca,Wholesale,163,72.04,58.46,Yes,11742.52,9528.7,2213.36
2025-06-08 00:00:00,ORD-10637,Olive Oil 1L,Oils,Casablanca,Online,90,74.93,60.18,Yes,6743.7,5416.03,1327.22
2025-07-20 00:00:00,ORD-10638,Orange Juice 1L,Beverages,Rabat,Supermarket,86,18.55,10.76,No,1595.3,925.75,669.57
2025-12-29 00:00:00,ORD-10639,UHT Milk 1L,Dairy,Rabat,Wholesale,166,10.63,7.11,No,1764.58,1180.99,584.11
2025-02-08 00:00:00,ORD-10640,Milk Powder 500g,Dairy,Fes,Supermarket,119,36.59,25.8,No,4354.21,3070.79,1282.96
2025-01-14 00:00:00,ORD-10641,Canned Tomatoes 400g,Canned Goods,Rabat,Supermarket,100,8.87,4.87,Yes,887,486.86,399.92
2025-05-05 00:00:00,ORD-10642,Canned Peas 400g,Canned Goods,Fes,Online,47,11.95,7.27,No,561.65,341.68,220.21
2025-10-10 00:00:00,ORD-10643,Canned Peas 400g,Canned Goods,Casablanca,Supermarket,71,11.9,7.16,No,844.9,508.67,336.51
2025-06-03 00:00:00,ORD-10644,Milk Powder 500g,Dairy,Casablanca,Retail,114,37.83,25.93,No,4312.62,2956.25,1356.47
2025-11-17 00:00:00,ORD-10645,Pasta 500g,Grains,Rabat,Supermarket,123,12.65,7.98,No,1555.95,981.75,574.7
2025-06-21 00:00:00,ORD-10646,Canned Peas 400g,Canned Goods,Casablanca,Retail,90,11.71,6.98,No,1053.9,628.48,425.07
2025-06-03 00:00:00,ORD-10647,UHT Milk 1L,Dairy,Marrakech,Supermarket,117,10.8,7.13,No,1263.6,834.56,428.49
2025-10-10 00:00:00,ORD-10648,Olive Oil 1L,Oils,Casablanca,Wholesale,146,81.41,57.73,No,11885.86,8428.34,3457.49
2025-05-28 00:00:00,ORD-10649,Apple Juice 1L,Beverages,Casablanca,Supermarket,73,17.25,9.74,No,1259.25,710.99,548.06
2025-05-07 00:00:00,ORD-10650,Olive Oil 500ml,Oils,Marrakech,Supermarket,161,46.2,32.2,No,7438.2,5184.04,2253.37
2025-03-24 00:00:00,ORD-10651,Olive Oil 1L,Oils,Casablanca,Retail,56,74.55,57.95,Yes,4174.8,3245.17,929.77
2025-03-13 00:00:00,ORD-10652,Milk Powder 500g,Dairy,Agadir,Retail,86,36.68,27.16,No,3154.48,2335.66,818.67
2025-04-28 00:00:00,ORD-10653,UHT Milk 1L,Dairy,Marrakech,Online,78,10.8,7.16,No,842.4,558.4,283.99
2025-02-01 00:00:00,ORD-10654,UHT Milk 1L,Dairy,Casablanca,Wholesale,147,10.56,7.04,No,1552.32,1034.89,518
2025-12-13 00:00:00,ORD-10655,Olive Oil 1L,Oils,Rabat,Retail,46,76.26,60.89,Yes,3507.96,2800.9,706.85
2025-12-03 00:00:00,ORD-10656,Apple Juice 1L,Beverages,Marrakech,Online,103,17.34,9.81,No,1786.02,1010.37,775.59
2025-02-19 00:00:00,ORD-10657,Canned Tomatoes 400g,Canned Goods,Casablanca,Supermarket,108,8.87,4.92,No,957.96,531.64,426.04
2025-12-31 00:00:00,ORD-10658,Olive Oil 500ml,Oils,Casablanca,Wholesale,154,45.9,32.13,No,7068.6,4948.27,2121.07
2025-04-26 00:00:00,ORD-10659,Milk Powder 500g,Dairy,Fes,Wholesale,170,37.81,26.42,No,6427.7,4492.14,1934.91
2025-03-07 00:00:00,ORD-10660,UHT Milk 1L,Dairy,Fes,Retail,116,10.57,6.92,No,1226.12,802.99,423.59
2025-09-21 00:00:00,ORD-10661,UHT Milk 1L,Dairy,Marrakech,Retail,39,10.5,7.02,Yes,409.5,273.79,135.76
2025-04-18 00:00:00,ORD-10662,Milk Powder 500g,Dairy,Rabat,Retail,119,38.28,25.84,No,4555.32,3075.28,1480.59
2025-01-15 00:00:00,ORD-10663,Canned Tomatoes 400g,Canned Goods,Fes,Supermarket,84,7.85,4.91,Yes,659.4,412.64,246.49
2025-01-06 00:00:00,ORD-10664,Orange Juice 1L,Beverages,Casablanca,Supermarket,126,17.71,10.79,No,2231.46,1359.71,872.27
2025-02-13 00:00:00,ORD-10665,Canned Tomatoes 400g,Canned Goods,Rabat,Wholesale,283,9.22,4.9,No,2609.26,1386.74,1222.53
2025-11-12 00:00:00,ORD-10666,Olive Oil 1L,Oils,Agadir,Retail,83,74.94,60.37,Yes,6220.02,5010.88,1208.81
2025-04-14 00:00:00,ORD-10667,Couscous 1kg,Grains,Fes,Wholesale,113,23.5,15.08,No,2655.5,1704.16,950.97
2025-12-02 00:00:00,ORD-10668,Canned Tomatoes 400g,Canned Goods,Casablanca,Supermarket,136,9.01,5.07,No,1225.36,689.76,536.13
2025-10-17 00:00:00,ORD-10669,Couscous 1kg,Grains,Fes,Retail,154,22.64,14.96,Yes,3486.56,2303.59,1183.26
2025-09-13 00:00:00,ORD-10670,Orange Juice 1L,Beverages,Fes,Supermarket,125,18.72,10.87,No,2340,1358.5,981.45
2025-12-28 00:00:00,ORD-10671,Couscous 1kg,Grains,Casablanca,Supermarket,108,23.46,15.16,No,2533.68,1637.03,897.1
2025-08-16 00:00:00,ORD-10672,Orange Juice 1L,Beverages,Fes,Retail,66,17.48,11.17,Yes,1153.68,737.45,416.27
2025-05-05 00:00:00,ORD-10673,Orange Juice 1L,Beverages,Rabat,Wholesale,86,16.57,11.5,Yes,1425.02,988.85,436.4
2025-11-15 00:00:00,ORD-10674,Pasta 500g,Grains,Fes,Wholesale,163,12.9,8.01,No,2102.7,1305.53,797.86
2025-08-29 00:00:00,ORD-10675,Olive Oil 500ml,Oils,Casablanca,Online,85,45.93,33.29,No,3904.05,2829.68,1074.59
2025-04-28 00:00:00,ORD-10676,Canned Peas 400g,Canned Goods,Casablanca,Wholesale,183,11.76,7.14,No,2152.08,1307.24,845
2025-08-24 00:00:00,ORD-10677,Olive Oil 500ml,Oils,Casablanca,Wholesale,144,43.67,33.58,Yes,6288.48,4835.72,1452.39
2025-08-18 00:00:00,ORD-10678,Apple Juice 1L,Beverages,Marrakech,Wholesale,122,17.21,10.25,No,2099.62,1250.85,848.96
2025-07-31 00:00:00,ORD-10679,Couscous 1kg,Grains,Fes,Supermarket,64,22.36,14.84,Yes,1431.04,949.86,480.89
2025-01-30 00:00:00,ORD-10680,Pasta 500g,Grains,Fes,Supermarket,100,12.73,7.91,No,1273,791.08,482.26
2025-05-06 00:00:00,ORD-10681,Olive Oil 1L,Oils,Casablanca,Supermarket,124,82.83,56.59,No,10270.92,7016.98,3254.05
2025-03-03 00:00:00,ORD-10682,Pasta 500g,Grains,Agadir,Retail,97,12.7,8.28,No,1231.9,803.12,428.45
2025-04-21 00:00:00,ORD-10683,Apple Juice 1L,Beverages,Agadir,Supermarket,125,15.4,10.21,Yes,1925,1275.81,648.97
2025-07-22 00:00:00,ORD-10684,Olive Oil 500ml,Oils,Agadir,Supermarket,97,47.77,32.95,No,4633.69,3195.97,1437.35
2025-08-30 00:00:00,ORD-10685,UHT Milk 1L,Dairy,Casablanca,Supermarket,113,11.1,6.91,No,1254.3,781.07,473.38
2025-07-09 00:00:00,ORD-10686,Canned Tomatoes 400g,Canned Goods,Fes,Supermarket,87,9.2,5.11,No,800.4,444.6,355.57
2025-11-03 00:00:00,ORD-10687,Canned Peas 400g,Canned Goods,Casablanca,Supermarket,99,11.14,6.95,Yes,1102.86,688.36,414.49
2025-11-09 00:00:00,ORD-10688,UHT Milk 1L,Dairy,Casablanca,Retail,92,11.3,7.28,No,1039.6,669.97,369.55
2025-06-20 00:00:00,ORD-10689,Canned Tomatoes 400g,Canned Goods,Marrakech,Retail,137,9.07,4.86,No,1242.59,665.85,576.23
2025-02-10 00:00:00,ORD-10690,Olive Oil 1L,Oils,Agadir,Supermarket,111,80.02,60.42,No,8882.22,6706.2,2176.02
2025-10-08 00:00:00,ORD-10691,Olive Oil 500ml,Oils,Agadir,Wholesale,181,42.78,32.66,Yes,7743.18,5911.26,1832.62
2025-02-25 00:00:00,ORD-10692,Apple Juice 1L,Beverages,Casablanca,Wholesale,187,16.63,10.04,No,3109.81,1876.98,1232.21
2025-06-28 00:00:00,ORD-10693,UHT Milk 1L,Dairy,Rabat,Wholesale,151,11.04,7.13,No,1667.04,1076.25,591.35
2025-07-05 00:00:00,ORD-10694,Olive Oil 1L,Oils,Rabat,Supermarket,80,78.9,59.15,Yes,6312,4732.27,1579.72
2025-01-16 00:00:00,ORD-10695,Pasta 500g,Grains,Casablanca,Retail,118,12.95,8.08,No,1528.1,953.87,574.33
2025-08-07 00:00:00,ORD-10696,Apple Juice 1L,Beverages,Casablanca,Retail,91,17.3,9.84,No,1574.3,895.4,678.49
2025-06-01 00:00:00,ORD-10697,UHT Milk 1L,Dairy,Casablanca,Supermarket,86,11.25,7.02,No,967.5,603.99,363.5
2025-10-01 00:00:00,ORD-10698,Apple Juice 1L,Beverages,Casablanca,Retail,79,16.82,10.5,No,1328.78,829.17,499.25
2025-01-09 00:00:00,ORD-10699,UHT Milk 1L,Dairy,Fes,Retail,110,11.06,6.95,No,1216.6,765.04,451.08
2025-09-04 00:00:00,ORD-10700,Olive Oil 1L,Oils,Marrakech,Wholesale,83,75.02,60.14,Yes,6226.66,4991.8,1234.48
2025-05-08 00:00:00,ORD-10701,Olive Oil 500ml,Oils,Marrakech,Wholesale,147,45.5,34.03,Yes,6688.5,5003.01,1685.03
2025-12-13 00:00:00,ORD-10702,Olive Oil 1L,Oils,Marrakech,Retail,82,82.36,58.82,No,6753.52,4823.55,1929.65
2025-08-01 00:00:00,ORD-10703,Olive Oil 1L,Oils,Casablanca,Supermarket,100,80.69,57.07,No,8069,5707.29,2361.28
2025-08-29 00:00:00,ORD-10704,Couscous 1kg,Grains,Casablanca,Online,66,21.12,15.56,Yes,1393.92,1027.05,366.89
2025-09-18 00:00:00,ORD-10705,Canned Tomatoes 400g,Canned Goods,Marrakech,Supermarket,112,9.24,5.21,No,1034.88,583.34,451.67
2025-10-10 00:00:00,ORD-10706,Milk Powder 500g,Dairy,Agadir,Supermarket,103,34.62,25.35,Yes,3565.86,2611.11,955.08
2025-05-10 00:00:00,ORD-10707,Olive Oil 1L,Oils,Casablanca,Retail,126,85.22,60.62,No,10737.72,7638.04,3099.96
2025-07-02 00:00:00,ORD-10708,Olive Oil 500ml,Oils,Casablanca,Retail,44,47.93,32.34,No,2108.92,1422.86,685.88
2025-11-18 00:00:00,ORD-10709,Pasta 500g,Grains,Fes,Retail,110,11.43,7.88,Yes,1257.3,867.12,390.4
2025-08-09 00:00:00,ORD-10710,Olive Oil 1L,Oils,Marrakech,Retail,79,78.74,59.39,No,6220.46,4691.56,1528.98
2025-05-05 00:00:00,ORD-10711,Olive Oil 1L,Oils,Agadir,Supermarket,95,82.48,59.08,No,7835.6,5612.89,2222.29
2025-03-17 00:00:00,ORD-10712,Canned Tomatoes 400g,Canned Goods,Rabat,Wholesale,175,8.96,4.99,No,1568,872.87,694.96
2025-10-01 00:00:00,ORD-10713,Canned Peas 400g,Canned Goods,Marrakech,Supermarket,104,10.89,6.8,Yes,1132.56,707.31,424.92
2025-12-25 00:00:00,ORD-10714,Olive Oil 1L,Oils,Agadir,Supermarket,63,80.33,60.73,No,5060.79,3825.79,1234.86
2025-10-06 00:00:00,ORD-10715,Apple Juice 1L,Beverages,Casablanca,Retail,83,15.17,9.78,Yes,1259.11,811.9,447.17
2025-05-06 00:00:00,ORD-10716,UHT Milk 1L,Dairy,Rabat,Supermarket,154,10.68,6.79,No,1644.72,1046.04,598.85
2025-05-11 00:00:00,ORD-10717,Olive Oil 500ml,Oils,Casablanca,Wholesale,163,46.64,33.89,No,7602.32,5524.22,2078.57
2025-08-05 00:00:00,ORD-10718,Canned Tomatoes 400g,Canned Goods,Rabat,Supermarket,104,8.74,4.97,No,908.96,516.6,392.35
2025-02-09 00:00:00,ORD-10719,Pasta 500g,Grains,Casablanca,Retail,90,12.69,7.83,No,1142.1,704.33,437.73
2025-09-12 00:00:00,ORD-10720,Orange Juice 1L,Beverages,Casablanca,Supermarket,87,18.36,11.44,No,1597.32,995.34,602.19
2025-12-30 00:00:00,ORD-10721,Canned Tomatoes 400g,Canned Goods,Casablanca,Retail,100,9.06,4.91,No,906,491.19,414.93
2025-11-16 00:00:00,ORD-10722,Orange Juice 1L,Beverages,Casablanca,Supermarket,112,18.6,11.1,No,2083.2,1243.37,839.87
2025-06-22 00:00:00,ORD-10723,Apple Juice 1L,Beverages,Agadir,Wholesale,251,17.35,10.16,No,4354.85,2550.63,1803.92
2025-12-06 00:00:00,ORD-10724,Canned Peas 400g,Canned Goods,Rabat,Wholesale,173,12.47,7,No,2157.31,1211.33,945.41
2025-12-13 00:00:00,ORD-10725,Olive Oil 500ml,Oils,Rabat,Wholesale,110,47.41,32.89,No,5215.1,3617.54,1597.31
2025-08-20 00:00:00,ORD-10726,Milk Powder 500g,Dairy,Agadir,Wholesale,146,39.49,25.72,No,5765.54,3755.43,2010.67
2025-04-26 00:00:00,ORD-10727,Couscous 1kg,Grains,Rabat,Retail,51,23.68,14.56,No,1207.68,742.8,465.09
2025-05-12 00:00:00,ORD-10728,Canned Tomatoes 400g,Canned Goods,Agadir,Supermarket,71,8.95,4.95,No,635.45,351.48,283.71
2025-12-22 00:00:00,ORD-10729,Pasta 500g,Grains,Marrakech,Supermarket,92,12.42,7.97,Yes,1142.64,733.24,409.32
2025-06-30 00:00:00,ORD-10730,Olive Oil 1L,Oils,Marrakech,Online,61,74.59,60.53,Yes,4549.99,3692.61,857.49
2025-10-08 00:00:00,ORD-10731,Milk Powder 500g,Dairy,Casablanca,Wholesale,79,34.07,26.83,Yes,2691.53,2119.83,571.36
2025-05-02 00:00:00,ORD-10732,Canned Tomatoes 400g,Canned Goods,Marrakech,Wholesale,205,8.67,5.2,No,1777.35,1065.49,711.96
2025-09-16 00:00:00,ORD-10733,UHT Milk 1L,Dairy,Casablanca,Supermarket,35,11.15,6.9,No,390.25,241.64,148.47
2025-06-23 00:00:00,ORD-10734,Apple Juice 1L,Beverages,Fes,Wholesale,188,17.58,10.18,No,3305.04,1913.18,1392.33
2025-04-30 00:00:00,ORD-10735,Milk Powder 500g,Dairy,Casablanca,Wholesale,166,35.21,27.06,Yes,5844.86,4491.92,1353.72
2025-06-05 00:00:00,ORD-10736,Apple Juice 1L,Beverages,Casablanca,Wholesale,212,16.52,10.5,No,3502.24,2225.5,1276.25
2025-10-28 00:00:00,ORD-10737,Olive Oil 1L,Oils,Marrakech,Wholesale,105,76.19,60.11,Yes,7999.95,6311.21,1688.93
2025-03-15 00:00:00,ORD-10738,Couscous 1kg,Grains,Fes,Wholesale,112,22.21,14.78,Yes,2487.52,1655.24,832.16
2025-05-28 00:00:00,ORD-10739,Milk Powder 500g,Dairy,Agadir,Retail,101,37.89,26.12,No,3826.89,2638.34,1188.52
2025-08-14 00:00:00,ORD-10740,Milk Powder 500g,Dairy,Casablanca,Supermarket,72,35.16,26.02,Yes,2531.52,1873.38,658.35
2025-09-26 00:00:00,ORD-10741,Olive Oil 500ml,Oils,Marrakech,Wholesale,78,43.63,32.72,Yes,3403.14,2551.89,851.33
2025-02-10 00:00:00,ORD-10742,Canned Peas 400g,Canned Goods,Casablanca,Supermarket,128,11.55,7.33,No,1478.4,937.93,540.47
2025-06-16 00:00:00,ORD-10743,Olive Oil 500ml,Oils,Casablanca,Retail,144,45.14,34.47,No,6500.16,4963.93,1536.65
2025-02-18 00:00:00,ORD-10744,Canned Tomatoes 400g,Canned Goods,Agadir,Wholesale,221,8.9,5.03,No,1966.9,1111,855.29
2025-10-24 00:00:00,ORD-10745,Canned Tomatoes 400g,Canned Goods,Casablanca,Wholesale,171,8.79,5.23,No,1503.09,893.92,608.66
2025-10-05 00:00:00,ORD-10746,Olive Oil 500ml,Oils,Rabat,Wholesale,173,48.73,32.72,No,8430.29,5661.29,2769.27
2025-03-30 00:00:00,ORD-10747,Orange Juice 1L,Beverages,Casablanca,Retail,78,17.11,10.82,Yes,1334.58,844.24,490.23
2025-12-16 00:00:00,ORD-10748,Apple Juice 1L,Beverages,Marrakech,Supermarket,99,15.44,9.79,Yes,1528.56,969.07,559.53
2025-01-16 00:00:00,ORD-10749,Olive Oil 500ml,Oils,Fes,Supermarket,126,45.65,33.38,No,5751.9,4205.69,1546.41
2025-09-03 00:00:00,ORD-10750,Olive Oil 1L,Oils,Marrakech,Supermarket,55,75.52,57.23,Yes,4153.6,3147.79,1005.82
2025-02-05 00:00:00,ORD-10751,Milk Powder 500g,Dairy,Marrakech,Online,70,34.62,27.06,Yes,2423.4,1894.09,528.99
2025-04-05 00:00:00,ORD-10752,Apple Juice 1L,Beverages,Agadir,Supermarket,110,16.75,10.23,No,1842.5,1125.36,716.6
2025-11-20 00:00:00,ORD-10753,Couscous 1kg,Grains,Casablanca,Online,63,23.63,14.58,No,1488.69,918.43,570.14
2025-07-21 00:00:00,ORD-10754,Couscous 1kg,Grains,Rabat,Retail,120,24.72,14.99,No,2966.4,1798.2,1168.17
2025-01-12 00:00:00,ORD-10755,Olive Oil 500ml,Oils,Casablanca,Wholesale,219,43.75,32.87,Yes,9581.25,7199.31,2381.89
2025-05-11 00:00:00,ORD-10756,Olive Oil 500ml,Oils,Agadir,Supermarket,76,43.8,32.67,Yes,3328.8,2482.83,845.64
2025-03-20 00:00:00,ORD-10757,Milk Powder 500g,Dairy,Marrakech,Supermarket,124,37.08,27.21,No,4597.92,3373.48,1224.74
2025-11-19 00:00:00,ORD-10758,Orange Juice 1L,Beverages,Casablanca,Wholesale,130,18.49,11.33,No,2403.7,1473.15,930.43
2025-06-15 00:00:00,ORD-10759,Couscous 1kg,Grains,Marrakech,Retail,101,24.1,15.27,No,2434.1,1542.08,891.54
2025-06-08 00:00:00,ORD-10760,UHT Milk 1L,Dairy,Marrakech,Supermarket,141,11.15,7.04,No,1572.15,993.3,578.91
2025-11-21 00:00:00,ORD-10761,Couscous 1kg,Grains,Rabat,Retail,55,24.73,14.91,No,1360.15,820.23,539.79
2025-07-24 00:00:00,ORD-10762,Pasta 500g,Grains,Marrakech,Supermarket,123,12.59,7.87,No,1548.57,968.23,579.75
2025-12-04 00:00:00,ORD-10763,Apple Juice 1L,Beverages,Casablanca,Wholesale,120,15.92,9.72,Yes,1910.4,1165.8,744.57
2025-09-08 00:00:00,ORD-10764,UHT Milk 1L,Dairy,Agadir,Supermarket,83,11.16,7.27,No,926.28,603.11,322.8
2025-09-21 00:00:00,ORD-10765,Canned Peas 400g,Canned Goods,Fes,Retail,80,12.21,7.32,No,976.8,585.79,390.86
2025-03-17 00:00:00,ORD-10766,UHT Milk 1L,Dairy,Casablanca,Retail,144,11.26,7.12,No,1621.44,1024.9,595.99
2025-07-29 00:00:00,ORD-10767,Olive Oil 1L,Oils,Marrakech,Retail,67,82.49,58.46,No,5526.83,3917.09,1609.64
2025-12-25 00:00:00,ORD-10768,UHT Milk 1L,Dairy,Rabat,Online,57,11.05,6.82,No,629.85,388.87,240.97
2025-06-23 00:00:00,ORD-10769,UHT Milk 1L,Dairy,Casablanca,Wholesale,215,10.81,7.15,No,2324.15,1538.32,786.36
2025-06-09 00:00:00,ORD-10770,Canned Tomatoes 400g,Canned Goods,Casablanca,Retail,124,8.69,5.03,No,1077.56,623.37,454.13
2025-04-12 00:00:00,ORD-10771,Pasta 500g,Grains,Marrakech,Retail,99,13.24,8.25,No,1310.76,816.95,494.23
2025-01-30 00:00:00,ORD-10772,Olive Oil 1L,Oils,Casablanca,Retail,73,79.19,56.79,No,5780.87,4145.33,1635.29
2025-06-02 00:00:00,ORD-10773,Canned Tomatoes 400g,Canned Goods,Casablanca,Wholesale,144,8.92,5.17,No,1284.48,744.31,540.44
2025-08-19 00:00:00,ORD-10774,Canned Peas 400g,Canned Goods,Casablanca,Retail,123,11.6,7.03,No,1426.8,865.11,561.45
2025-04-13 00:00:00,ORD-10775,Olive Oil 500ml,Oils,Agadir,Retail,131,46.21,32.55,No,6053.51,4263.49,1789.45
